date,EUR_PLN,USD_PLN,CZK_PLN,PLN_PLN
2022-12-21,4.6933,4.2267,0.1814,1.0
2022-12-22,4.7868,4.5511,0.1838,1.0
2022-12-23,4.6841,4.2234,0.1909,1.0
2022-12-24,4.7399,4.6218,0.1806,1.0
2022-12-25,4.646,4.3824,0.1882,1.0
2022-12-26,4.6606,4.2278,0.1894,1.0
2022-12-27,4.7449,4.2217,0.1918,1.0
2022-12-28,4.7853,4.3688,0.1854,1.0
2022-12-29,4.7299,4.2294,0.1852,1.0
2022-12-30,4.4863,4.4727,0.1772,1.0
2022-12-31,4.8153,4.3038,0.1839,1.0
2023-01-01,4.5061,4.0683,0.1877,1.0
2023-01-02,4.3759,4.2405,0.1834,1.0
2023-01-03,4.4655,3.9817,0.1887,1.0
2023-01-04,4.4838,3.9731,0.1865,1.0
2023-01-05,4.5737,3.9968,0.1829,1.0
2023-01-06,4.4782,4.2211,0.1862,1.0
2023-01-07,4.5872,4.1398,0.189,1.0
2023-01-08,4.55,3.97,0.1838,1.0
2023-01-09,4.696,3.9884,0.1806,1.0
2023-01-10,4.5792,4.0941,0.1781,1.0
2023-01-11,4.6285,4.3552,0.1828,1.0
2023-01-12,4.4867,3.9296,0.183,1.0
2023-01-13,4.6273,4.1523,0.182,1.0
2023-01-14,4.5088,3.9799,0.1853,1.0
2023-01-15,4.614,3.93,0.1884,1.0
2023-01-16,4.5902,4.254,0.1766,1.0
2023-01-17,4.4544,4.0836,0.184,1.0
2023-01-18,4.6757,4.1777,0.181,1.0
2023-01-19,4.4782,4.2353,0.1781,1.0
2023-01-20,4.664,4.0687,0.1884,1.0
2023-01-21,4.5975,4.0849,0.1799,1.0
2023-01-22,4.5261,4.1471,0.1823,1.0
2023-01-23,4.5084,4.0818,0.1823,1.0
2023-01-24,4.401,4.1504,0.1781,1.0
2023-01-25,4.4693,3.9144,0.1748,1.0
2023-01-26,4.4551,4.022,0.1898,1.0
2023-01-27,4.5132,4.1196,0.1836,1.0
2023-01-28,4.5592,4.0915,0.1772,1.0
2023-01-29,4.6516,4.2988,0.1753,1.0
2023-01-30,4.4783,4.0692,0.1781,1.0
2023-01-31,4.5854,4.0199,0.1907,1.0
2023-02-01,4.6333,4.1234,0.1861,1.0
2023-02-02,4.6274,4.038,0.1787,1.0
2023-02-03,4.5555,4.1948,0.1826,1.0
2023-02-04,4.4396,4.0117,0.1817,1.0
2023-02-05,4.5447,4.317,0.1765,1.0
2023-02-06,4.5854,4.2638,0.1911,1.0
2023-02-07,4.5217,4.1541,0.1843,1.0
2023-02-08,4.5637,4.0891,0.1837,1.0
2023-02-09,4.3727,4.175,0.1825,1.0
2023-02-10,4.5344,4.3252,0.1793,1.0
2023-02-11,4.5218,4.3191,0.1787,1.0
2023-02-12,4.5115,4.0838,0.1854,1.0
2023-02-13,4.5645,3.9578,0.1799,1.0
2023-02-14,4.5075,4.0915,0.1837,1.0
2023-02-15,4.5793,3.9046,0.1863,1.0
2023-02-16,4.5677,4.2523,0.1838,1.0
2023-02-17,4.6271,4.1513,0.1874,1.0
2023-02-18,4.5866,4.0892,0.1911,1.0
2023-02-19,4.6122,4.1631,0.1769,1.0
2023-02-20,4.4598,4.1322,0.1826,1.0
2023-02-21,4.507,4.1155,0.1884,1.0
2023-02-22,4.5987,3.9745,0.1816,1.0
2023-02-23,4.4937,4.0574,0.1803,1.0
2023-02-24,4.5166,3.9619,0.1815,1.0
2023-02-25,4.5108,3.7778,0.1902,1.0
2023-02-26,4.6262,4.0586,0.1821,1.0
2023-02-27,4.468,4.2865,0.1896,1.0
2023-02-28,4.561,4.2126,0.1827,1.0
2023-03-01,4.4564,4.0547,0.1825,1.0
2023-03-02,4.5182,4.0759,0.1816,1.0
2023-03-03,4.5443,4.1057,0.1778,1.0
2023-03-04,4.4998,3.9587,0.1859,1.0
2023-03-05,4.4026,4.2269,0.1875,1.0
2023-03-06,4.5288,3.8137,0.1806,1.0
2023-03-07,4.5455,3.9888,0.1799,1.0
2023-03-08,4.6571,4.1731,0.1783,1.0
2023-03-09,4.4382,4.064,0.1811,1.0
2023-03-10,4.5847,4.0411,0.184,1.0
2023-03-11,4.6855,4.1897,0.1818,1.0
2023-03-12,4.5372,4.0608,0.1867,1.0
2023-03-13,4.5061,4.105,0.1822,1.0
2023-03-14,4.5149,3.949,0.1833,1.0
2023-03-15,4.5457,4.155,0.1799,1.0
2023-03-16,4.6355,4.0036,0.1888,1.0
2023-03-17,4.4277,4.1478,0.1839,1.0
2023-03-18,4.4943,4.1467,0.1871,1.0
2023-03-19,4.3948,4.1553,0.172,1.0
2023-03-20,4.4824,4.2792,0.1797,1.0
2023-03-21,4.4678,4.0782,0.1903,1.0
2023-03-22,4.4218,3.9844,0.188,1.0
2023-03-23,4.68,4.0886,0.177,1.0
2023-03-24,4.6967,4.2754,0.1847,1.0
2023-03-25,4.4931,4.0946,0.1814,1.0
2023-03-26,4.5732,4.2596,0.1855,1.0
2023-03-27,4.4746,4.2514,0.1833,1.0
2023-03-28,4.5981,4.2613,0.1776,1.0
2023-03-29,4.5475,4.0415,0.1757,1.0
2023-03-30,4.5743,4.3763,0.1746,1.0
2023-03-31,4.5477,4.1705,0.1825,1.0
2023-04-01,4.5421,3.9571,0.1829,1.0
2023-04-02,4.497,3.8591,0.1868,1.0
2023-04-03,4.6171,4.1057,0.1829,1.0
2023-04-04,4.6252,4.1247,0.1856,1.0
2023-04-05,4.5292,4.2443,0.1833,1.0
2023-04-06,4.5636,3.9603,0.1831,1.0
2023-04-07,4.4918,4.0298,0.1787,1.0
2023-04-08,4.4754,4.3337,0.1873,1.0
2023-04-09,4.6844,3.9655,0.1823,1.0
2023-04-10,4.4595,4.0235,0.1783,1.0
2023-04-11,4.6368,4.0564,0.1863,1.0
2023-04-12,4.5923,4.3534,0.1761,1.0
2023-04-13,4.6381,4.2261,0.1781,1.0
2023-04-14,4.6205,4.137,0.1811,1.0
2023-04-15,4.4923,4.0209,0.1902,1.0
2023-04-16,4.55,4.186,0.1788,1.0
2023-04-17,4.4954,4.219,0.1766,1.0
2023-04-18,4.5209,4.1037,0.1824,1.0
2023-04-19,4.5375,4.1435,0.1848,1.0
2023-04-20,4.6014,3.9916,0.1809,1.0
2023-04-21,4.6336,4.1984,0.1765,1.0
2023-04-22,4.5746,3.8824,0.1822,1.0
2023-04-23,4.6828,3.9957,0.1787,1.0
2023-04-24,4.6035,3.9303,0.1795,1.0
2023-04-25,4.5918,4.0302,0.1811,1.0
2023-04-26,4.6021,4.1464,0.1831,1.0
2023-04-27,4.5263,4.1407,0.1815,1.0
2023-04-28,4.582,4.0453,0.1813,1.0
2023-04-29,4.4807,4.0961,0.1788,1.0
2023-04-30,4.472,4.1285,0.1829,1.0
2023-05-01,4.6048,4.0526,0.1836,1.0
2023-05-02,4.5886,4.1489,0.1787,1.0
2023-05-03,4.5605,4.1401,0.182,1.0
2023-05-04,4.4039,4.1177,0.1909,1.0
2023-05-05,4.5248,4.0199,0.1835,1.0
2023-05-06,4.5719,4.2312,0.177,1.0
2023-05-07,4.6012,4.1649,0.1814,1.0
2023-05-08,4.5737,4.2132,0.1855,1.0
2023-05-09,4.47,4.1902,0.1817,1.0
2023-05-10,4.5551,4.1081,0.1814,1.0
2023-05-11,4.6334,4.0908,0.1775,1.0
2023-05-12,4.5225,4.1197,0.1869,1.0
2023-05-13,4.5922,4.0064,0.1919,1.0
2023-05-14,4.5685,4.2403,0.1814,1.0
2023-05-15,4.5873,4.1923,0.1869,1.0
2023-05-16,4.624,4.1959,0.1807,1.0
2023-05-17,4.51,4.1366,0.1857,1.0
2023-05-18,4.5344,4.2172,0.1878,1.0
2023-05-19,4.4859,4.0079,0.1814,1.0
2023-05-20,4.5715,4.0423,0.1874,1.0
2023-05-21,4.5797,4.1043,0.1763,1.0
2023-05-22,4.4579,4.1309,0.1735,1.0
2023-05-23,4.6209,4.0826,0.195,1.0
2023-05-24,4.7116,4.08,0.1816,1.0
2023-05-25,4.6197,4.2873,0.1754,1.0
2023-05-26,4.425,4.0316,0.1843,1.0
2023-05-27,4.5848,4.2177,0.1772,1.0
2023-05-28,4.3879,4.1944,0.1787,1.0
2023-05-29,4.4087,4.116,0.1852,1.0
2023-05-30,4.5415,4.0496,0.1814,1.0
2023-05-31,4.5241,3.9517,0.1791,1.0
2023-06-01,4.5865,4.1354,0.1827,1.0
2023-06-02,4.4803,4.08,0.1733,1.0
2023-06-03,4.5625,4.2572,0.1761,1.0
2023-06-04,4.509,4.1362,0.187,1.0
2023-06-05,4.5186,4.0239,0.1741,1.0
2023-06-06,4.5572,4.3246,0.1831,1.0
2023-06-07,4.5484,4.1354,0.182,1.0
2023-06-08,4.4931,4.1906,0.1829,1.0
2023-06-09,4.5512,3.9927,0.1872,1.0
2023-06-10,4.5965,4.0392,0.186,1.0
2023-06-11,4.5152,4.014,0.179,1.0
2023-06-12,4.426,4.1519,0.1747,1.0
2023-06-13,4.464,3.8717,0.1817,1.0
2023-06-14,4.5395,4.0641,0.1778,1.0
2023-06-15,4.4679,4.1511,0.1798,1.0
2023-06-16,4.5721,4.0026,0.1827,1.0
2023-06-17,4.6412,4.1645,0.1804,1.0
2023-06-18,4.568,4.0735,0.182,1.0
2023-06-19,4.5272,4.0819,0.1828,1.0
2023-06-20,4.4805,3.9883,0.1764,1.0
2023-06-21,4.438,3.9661,0.1826,1.0
2023-06-22,4.4875,4.1565,0.1821,1.0
2023-06-23,4.4122,4.172,0.1852,1.0
2023-06-24,4.4804,4.1462,0.1786,1.0
2023-06-25,4.5568,3.9609,0.1748,1.0
2023-06-26,4.5232,4.0864,0.1804,1.0
2023-06-27,4.4671,4.056,0.1831,1.0
2023-06-28,4.5469,4.1201,0.1793,1.0
2023-06-29,4.632,3.9706,0.184,1.0
2023-06-30,4.6327,4.1529,0.1812,1.0
2023-07-01,4.513,4.214,0.1763,1.0
2023-07-02,4.4821,4.0563,0.187,1.0
2023-07-03,4.5766,3.9935,0.1808,1.0
2023-07-04,4.507,4.0219,0.1859,1.0
2023-07-05,4.454,4.277,0.1853,1.0
2023-07-06,4.6264,4.0491,0.1814,1.0
2023-07-07,4.4497,4.0423,0.184,1.0
2023-07-08,4.6407,3.9782,0.1805,1.0
2023-07-09,4.5394,3.9465,0.1844,1.0
2023-07-10,4.4993,4.0785,0.1802,1.0
2023-07-11,4.4947,4.0992,0.1811,1.0
2023-07-12,4.524,4.0199,0.1833,1.0
2023-07-13,4.6658,4.1154,0.186,1.0
2023-07-14,4.4527,4.1174,0.1776,1.0
2023-07-15,4.4466,4.0187,0.1868,1.0
2023-07-16,4.6165,4.1267,0.1759,1.0
2023-07-17,4.5363,4.1332,0.1827,1.0
2023-07-18,4.4209,4.0021,0.1817,1.0
2023-07-19,4.5875,3.8584,0.1814,1.0
2023-07-20,4.56,4.1935,0.1848,1.0
2023-07-21,4.5908,4.012,0.1744,1.0
2023-07-22,4.5225,4.2102,0.1876,1.0
2023-07-23,4.5997,4.1472,0.1835,1.0
2023-07-24,4.5111,4.0857,0.1887,1.0
2023-07-25,4.484,4.2776,0.1807,1.0
2023-07-26,4.6428,3.9453,0.1843,1.0
2023-07-27,4.4984,3.9443,0.1829,1.0
2023-07-28,4.6207,4.0071,0.176,1.0
2023-07-29,4.5436,4.0904,0.1842,1.0
2023-07-30,4.6165,4.0935,0.1894,1.0
2023-07-31,4.5657,4.0619,0.1756,1.0
2023-08-01,4.5316,4.063,0.1858,1.0
2023-08-02,4.5824,3.9703,0.1827,1.0
2023-08-03,4.597,4.2681,0.1856,1.0
2023-08-04,4.6033,4.1066,0.1836,1.0
2023-08-05,4.6375,3.9534,0.1806,1.0
2023-08-06,4.4959,4.1417,0.1869,1.0
2023-08-07,4.5082,3.8371,0.1804,1.0
2023-08-08,4.6139,4.1591,0.1837,1.0
2023-08-09,4.5304,3.9593,0.1841,1.0
2023-08-10,4.4916,4.3403,0.1843,1.0
2023-08-11,4.5094,4.0327,0.1816,1.0
2023-08-12,4.5332,4.2229,0.1827,1.0
2023-08-13,4.4988,4.3079,0.1822,1.0
2023-08-14,4.6038,4.0331,0.1835,1.0
2023-08-15,4.5718,3.8921,0.1901,1.0
2023-08-16,4.6403,4.0563,0.1776,1.0
2023-08-17,4.5743,4.1095,0.1834,1.0
2023-08-18,4.5634,4.1557,0.1878,1.0
2023-08-19,4.5898,3.9845,0.1875,1.0
2023-08-20,4.6648,4.4467,0.1775,1.0
2023-08-21,4.567,3.871,0.1842,1.0
2023-08-22,4.5116,4.3116,0.1789,1.0
2023-08-23,4.4318,4.0482,0.1741,1.0
2023-08-24,4.6026,3.8728,0.1821,1.0
2023-08-25,4.4046,4.0648,0.1886,1.0
2023-08-26,4.5752,4.005,0.1819,1.0
2023-08-27,4.5513,4.152,0.1765,1.0
2023-08-28,4.5915,3.8025,0.1795,1.0
2023-08-29,4.5158,4.1697,0.1821,1.0
2023-08-30,4.4516,3.9917,0.1828,1.0
2023-08-31,4.5445,4.0363,0.1801,1.0
2023-09-01,4.5987,4.0431,0.1816,1.0
2023-09-02,4.7019,3.9434,0.1746,1.0
2023-09-03,4.6049,4.0253,0.1807,1.0
2023-09-04,4.4953,4.0714,0.1884,1.0
2023-09-05,4.6061,4.1948,0.1763,1.0
2023-09-06,4.4694,3.7877,0.1788,1.0
2023-09-07,4.617,4.1569,0.1811,1.0
2023-09-08,4.5484,4.0242,0.1828,1.0
2023-09-09,4.6036,3.9223,0.1832,1.0
2023-09-10,4.6153,4.0543,0.1848,1.0
2023-09-11,4.747,4.0885,0.1836,1.0
2023-09-12,4.4983,4.1199,0.1838,1.0
2023-09-13,4.5636,3.9878,0.1828,1.0
2023-09-14,4.6524,4.1493,0.1858,1.0
2023-09-15,4.5334,4.1825,0.1831,1.0
2023-09-16,4.4834,4.135,0.178,1.0
2023-09-17,4.5057,4.1208,0.1832,1.0
2023-09-18,4.4668,4.2159,0.1843,1.0
2023-09-19,4.5007,3.9309,0.1814,1.0
2023-09-20,4.5188,4.1124,0.1805,1.0
2023-09-21,4.4095,4.0573,0.1808,1.0
2023-09-22,4.5944,4.0232,0.1887,1.0
2023-09-23,4.4162,4.2442,0.1811,1.0
2023-09-24,4.6102,4.1088,0.1866,1.0
2023-09-25,4.5229,3.9792,0.1877,1.0
2023-09-26,4.5421,4.1244,0.1869,1.0
2023-09-27,4.4778,4.1655,0.1796,1.0
2023-09-28,4.5407,4.108,0.176,1.0
2023-09-29,4.4955,4.2486,0.1855,1.0
2023-09-30,4.5456,4.1267,0.1808,1.0
2023-10-01,4.645,4.078,0.1829,1.0
2023-10-02,4.6302,4.0145,0.1882,1.0
2023-10-03,4.4429,4.2793,0.1805,1.0
2023-10-04,4.533,3.8921,0.1802,1.0
2023-10-05,4.4772,4.0332,0.1815,1.0
2023-10-06,4.617,4.1228,0.1832,1.0
2023-10-07,4.4733,4.0031,0.1892,1.0
2023-10-08,4.4985,4.2822,0.181,1.0
2023-10-09,4.5502,4.2177,0.1871,1.0
2023-10-10,4.5422,4.0573,0.1818,1.0
2023-10-11,4.5737,4.198,0.182,1.0
2023-10-12,4.5933,4.2802,0.1835,1.0
2023-10-13,4.5718,3.9329,0.1715,1.0
2023-10-14,4.5772,4.0896,0.1799,1.0
2023-10-15,4.567,4.0934,0.1865,1.0
2023-10-16,4.556,4.0178,0.186,1.0
2023-10-17,4.5348,4.1579,0.1801,1.0
2023-10-18,4.5045,4.1093,0.1821,1.0
2023-10-19,4.5836,4.0704,0.1747,1.0
2023-10-20,4.5197,4.1873,0.1808,1.0
2023-10-21,4.5328,4.2085,0.1792,1.0
2023-10-22,4.442,4.0823,0.1801,1.0
2023-10-23,4.4824,4.0807,0.184,1.0
2023-10-24,4.5493,4.1338,0.1893,1.0
2023-10-25,4.526,4.1306,0.18,1.0
2023-10-26,4.4908,4.0357,0.1801,1.0
2023-10-27,4.5752,4.3584,0.1791,1.0
2023-10-28,4.5208,4.0931,0.1836,1.0
2023-10-29,4.5684,4.2413,0.1723,1.0
2023-10-30,4.3829,4.0455,0.1864,1.0
2023-10-31,4.4404,3.7692,0.1843,1.0
2023-11-01,4.5671,3.9801,0.1781,1.0
2023-11-02,4.4821,4.1122,0.1795,1.0
2023-11-03,4.5846,3.786,0.1786,1.0
2023-11-04,4.4712,4.0718,0.1798,1.0
2023-11-05,4.6058,3.8955,0.1822,1.0
2023-11-06,4.5891,4.3042,0.1801,1.0
2023-11-07,4.5727,3.9016,0.1724,1.0
2023-11-08,4.6091,4.0994,0.1867,1.0
2023-11-09,4.4539,4.1572,0.1895,1.0
2023-11-10,4.5794,4.1304,0.182,1.0
2023-11-11,4.44,4.2491,0.1796,1.0
2023-11-12,4.5853,3.9281,0.1773,1.0
2023-11-13,4.6505,4.0618,0.1878,1.0
2023-11-14,4.5445,3.8974,0.1856,1.0
2023-11-15,4.5087,4.1769,0.1821,1.0
2023-11-16,4.442,4.1181,0.1908,1.0
2023-11-17,4.5845,4.0937,0.1863,1.0
2023-11-18,4.5647,4.123,0.1776,1.0
2023-11-19,4.5664,4.2139,0.1787,1.0
2023-11-20,4.6497,4.0899,0.1784,1.0
2023-11-21,4.6198,4.0685,0.185,1.0
2023-11-22,4.5296,4.0934,0.184,1.0
2023-11-23,4.5704,3.8805,0.1775,1.0
2023-11-24,4.6151,4.0855,0.1799,1.0
2023-11-25,4.4549,3.9812,0.1739,1.0
2023-11-26,4.5429,4.0342,0.1781,1.0
2023-11-27,4.5452,4.14,0.1904,1.0
2023-11-28,4.4442,4.2275,0.1859,1.0
2023-11-29,4.4955,4.1224,0.1802,1.0
2023-11-30,4.563,4.266,0.1844,1.0
2023-12-01,4.5856,4.0527,0.1761,1.0
2023-12-02,4.5354,4.2327,0.1759,1.0
2023-12-03,4.4761,4.1139,0.1781,1.0
2023-12-04,4.4945,4.0534,0.1765,1.0
2023-12-05,4.4818,4.1774,0.1768,1.0
2023-12-06,4.4381,4.0307,0.1849,1.0
2023-12-07,4.5362,4.0489,0.1822,1.0
2023-12-08,4.4278,4.1544,0.1835,1.0
2023-12-09,4.5213,4.2107,0.1775,1.0
2023-12-10,4.629,4.117,0.1807,1.0
2023-12-11,4.5486,4.0882,0.1869,1.0
2023-12-12,4.4746,4.0161,0.1861,1.0
2023-12-13,4.5083,4.1991,0.1888,1.0
2023-12-14,4.5219,4.1749,0.1774,1.0
2023-12-15,4.6028,4.1219,0.1839,1.0
2023-12-16,4.5048,3.9173,0.184,1.0
2023-12-17,4.4056,4.0651,0.1858,1.0
2023-12-18,4.5634,4.3143,0.1861,1.0
2023-12-19,4.5042,4.103,0.1818,1.0
2023-12-20,4.4392,3.9966,0.1798,1.0
2023-12-21,4.4075,4.1052,0.181,1.0
2023-12-22,4.4329,4.1445,0.1849,1.0
2023-12-23,4.5659,4.0644,0.1844,1.0
2023-12-24,4.5976,4.1338,0.1787,1.0
2023-12-25,4.5694,4.2315,0.1796,1.0
2023-12-26,4.6969,4.0422,0.1821,1.0
2023-12-27,4.5029,4.1246,0.175,1.0
2023-12-28,4.5118,3.9799,0.1825,1.0
2023-12-29,4.6196,4.1711,0.1725,1.0
2023-12-30,4.6929,4.1325,0.1789,1.0
2023-12-31,4.561,4.1194,0.1793,1.0
2024-01-01,4.3099,3.9314,0.1768,1.0
2024-01-02,4.2657,3.8654,0.1784,1.0
2024-01-03,4.3293,4.0212,0.1805,1.0
2024-01-04,4.3162,3.9374,0.1805,1.0
2024-01-05,4.2321,3.9079,0.1751,1.0
2024-01-06,4.354,4.0554,0.1795,1.0
2024-01-07,4.3536,3.9097,0.179,1.0
2024-01-08,4.2937,4.0478,0.1777,1.0
2024-01-09,4.2808,4.0233,0.1806,1.0
2024-01-10,4.2666,3.9751,0.1748,1.0
2024-01-11,4.1751,3.996,0.1798,1.0
2024-01-12,4.3131,3.824,0.1769,1.0
2024-01-13,4.1891,4.0896,0.1747,1.0
2024-01-14,4.3628,4.0557,0.1753,1.0
2024-01-15,4.2434,4.008,0.1755,1.0
2024-01-16,4.3051,3.9414,0.1727,1.0
2024-01-17,4.1885,3.9981,0.1763,1.0
2024-01-18,4.2723,4.0357,0.1815,1.0
2024-01-19,4.2864,3.9528,0.1795,1.0
2024-01-20,4.2322,3.9979,0.1797,1.0
2024-01-21,4.334,3.8251,0.1757,1.0
2024-01-22,4.2561,3.988,0.1794,1.0
2024-01-23,4.3748,3.9404,0.1765,1.0
2024-01-24,4.3575,4.0037,0.1818,1.0
2024-01-25,4.3144,3.8874,0.174,1.0
2024-01-26,4.2224,4.033,0.1816,1.0
2024-01-27,4.3925,4.0474,0.1815,1.0
2024-01-28,4.271,3.8875,0.1806,1.0
2024-01-29,4.3209,3.9886,0.1792,1.0
2024-01-30,4.3162,4.0827,0.1819,1.0
2024-01-31,4.3272,4.0477,0.1795,1.0
2024-02-01,4.2769,4.0405,0.1738,1.0
2024-02-02,4.3527,3.8844,0.1789,1.0
2024-02-03,4.2577,4.0243,0.1779,1.0
2024-02-04,4.2203,4.0137,0.1763,1.0
2024-02-05,4.3441,3.9801,0.1792,1.0
2024-02-06,4.2521,3.9329,0.1766,1.0
2024-02-07,4.3428,4.1142,0.1756,1.0
2024-02-08,4.3538,3.8064,0.1744,1.0
2024-02-09,4.2521,3.8718,0.1732,1.0
2024-02-10,4.3206,3.9629,0.1791,1.0
2024-02-11,4.3345,4.0012,0.18,1.0
2024-02-12,4.2965,3.885,0.1812,1.0
2024-02-13,4.2705,3.9052,0.1775,1.0
2024-02-14,4.2544,3.9466,0.179,1.0
2024-02-15,4.3174,3.9082,0.1765,1.0
2024-02-16,4.3537,4.0197,0.1842,1.0
2024-02-17,4.359,4.0715,0.1738,1.0
2024-02-18,4.3382,3.9758,0.1763,1.0
2024-02-19,4.3084,4.0556,0.1795,1.0
2024-02-20,4.2561,4.0394,0.1761,1.0
2024-02-21,4.3108,3.9557,0.1773,1.0
2024-02-22,4.3383,3.8968,0.1838,1.0
2024-02-23,4.2089,3.9322,0.1791,1.0
2024-02-24,4.3292,3.972,0.1778,1.0
2024-02-25,4.3205,3.9615,0.1822,1.0
2024-02-26,4.342,4.0498,0.1751,1.0
2024-02-27,4.296,3.956,0.175,1.0
2024-02-28,4.318,3.937,0.18,1.0
2024-02-29,4.2465,4.1175,0.1753,1.0
2024-03-01,4.311,4.0433,0.1763,1.0
2024-03-02,4.3426,3.8817,0.1824,1.0
2024-03-03,4.3007,3.9323,0.1771,1.0
2024-03-04,4.3404,3.9332,0.1758,1.0
2024-03-05,4.2889,3.8858,0.1835,1.0
2024-03-06,4.2717,4.0465,0.1786,1.0
2024-03-07,4.2508,3.9795,0.1804,1.0
2024-03-08,4.2906,4.0754,0.1811,1.0
2024-03-09,4.3459,3.9432,0.1748,1.0
2024-03-10,4.2693,3.9957,0.1796,1.0
2024-03-11,4.1914,3.9794,0.1785,1.0
2024-03-12,4.2861,4.0833,0.1793,1.0
2024-03-13,4.3655,3.9627,0.1808,1.0
2024-03-14,4.3818,4.0849,0.1747,1.0
2024-03-15,4.2873,3.9524,0.1795,1.0
2024-03-16,4.3343,3.9129,0.1782,1.0
2024-03-17,4.199,4.0954,0.1765,1.0
2024-03-18,4.3028,3.9552,0.1814,1.0
2024-03-19,4.1581,3.9787,0.1777,1.0
2024-03-20,4.2773,4.1181,0.1753,1.0
2024-03-21,4.3386,4.0085,0.1818,1.0
2024-03-22,4.2666,3.9214,0.1813,1.0
2024-03-23,4.3213,3.8564,0.1764,1.0
2024-03-24,4.3193,4.047,0.176,1.0
2024-03-25,4.1543,4.0219,0.1743,1.0
2024-03-26,4.1991,3.7534,0.1804,1.0
2024-03-27,4.3064,3.9619,0.1822,1.0
2024-03-28,4.3319,4.1093,0.1738,1.0
2024-03-29,4.2983,3.8507,0.1773,1.0
2024-03-30,4.2876,4.0301,0.1781,1.0
2024-03-31,4.3312,4.0363,0.1845,1.0
2024-04-01,4.2842,3.9047,0.1787,1.0
2024-04-02,4.2599,4.0986,0.1772,1.0
2024-04-03,4.2717,3.9423,0.1802,1.0
2024-04-04,4.2921,3.9287,0.183,1.0
2024-04-05,4.2572,3.9828,0.18,1.0
2024-04-06,4.2184,4.0184,0.1748,1.0
2024-04-07,4.3411,3.903,0.1801,1.0
2024-04-08,4.3553,4.0489,0.1788,1.0
2024-04-09,4.2884,3.9339,0.1824,1.0
2024-04-10,4.265,3.897,0.18,1.0
2024-04-11,4.2602,3.904,0.1737,1.0
2024-04-12,4.2759,3.9734,0.1787,1.0
2024-04-13,4.3476,4.0222,0.1774,1.0
2024-04-14,4.2901,4.0208,0.1818,1.0
2024-04-15,4.3063,3.9425,0.175,1.0
2024-04-16,4.2277,4.0333,0.1797,1.0
2024-04-17,4.3289,3.9697,0.1822,1.0
2024-04-18,4.2758,4.0564,0.1779,1.0
2024-04-19,4.2696,4.0274,0.1792,1.0
2024-04-20,4.3178,3.9865,0.1779,1.0
2024-04-21,4.4194,4.0747,0.1802,1.0
2024-04-22,4.3056,4.0606,0.1796,1.0
2024-04-23,4.3013,3.9557,0.1778,1.0
2024-04-24,4.1415,3.9968,0.1765,1.0
2024-04-25,4.3796,3.9815,0.1744,1.0
2024-04-26,4.2975,3.8963,0.1794,1.0
2024-04-27,4.3145,4.0566,0.1756,1.0
2024-04-28,4.3017,3.8708,0.1801,1.0
2024-04-29,4.3259,4.0197,0.178,1.0
2024-04-30,4.3207,4.1083,0.1771,1.0
2024-05-01,4.3069,3.8931,0.1754,1.0
2024-05-02,4.3049,4.0683,0.1772,1.0
2024-05-03,4.2882,3.9474,0.1764,1.0
2024-05-04,4.3147,3.8602,0.1818,1.0
2024-05-05,4.2667,4.0378,0.1742,1.0
2024-05-06,4.3334,4.0338,0.1792,1.0
2024-05-07,4.2503,4.0,0.1745,1.0
2024-05-08,4.2874,4.0624,0.1804,1.0
2024-05-09,4.3008,3.902,0.1799,1.0
2024-05-10,4.301,3.7944,0.1803,1.0
2024-05-11,4.2988,4.0762,0.1747,1.0
2024-05-12,4.1412,4.0023,0.1789,1.0
2024-05-13,4.2155,3.9017,0.1863,1.0
2024-05-14,4.2847,4.0385,0.176,1.0
2024-05-15,4.1955,3.9664,0.1772,1.0
2024-05-16,4.28,3.9708,0.1788,1.0
2024-05-17,4.2925,3.8789,0.1795,1.0
2024-05-18,4.2025,3.816,0.1802,1.0
2024-05-19,4.3254,3.9754,0.1738,1.0
2024-05-20,4.2646,3.959,0.1732,1.0
2024-05-21,4.263,4.0322,0.1823,1.0
2024-05-22,4.279,4.0405,0.1723,1.0
2024-05-23,4.333,3.9157,0.1789,1.0
2024-05-24,4.2876,4.0856,0.1754,1.0
2024-05-25,4.3314,3.9576,0.1775,1.0
2024-05-26,4.2908,3.9123,0.178,1.0
2024-05-27,4.2969,3.9993,0.1783,1.0
2024-05-28,4.3399,4.0539,0.1748,1.0
2024-05-29,4.3434,3.8851,0.1798,1.0
2024-05-30,4.331,3.8271,0.1783,1.0
2024-05-31,4.2766,3.9193,0.1821,1.0
2024-06-01,4.2673,3.9155,0.1782,1.0
2024-06-02,4.3343,3.9687,0.1815,1.0
2024-06-03,4.3265,3.8057,0.1764,1.0
2024-06-04,4.2719,4.0183,0.1701,1.0
2024-06-05,4.4275,4.0225,0.1784,1.0
2024-06-06,4.3591,4.1675,0.1806,1.0
2024-06-07,4.3474,3.9905,0.1776,1.0
2024-06-08,4.2762,3.9139,0.1759,1.0
2024-06-09,4.2325,3.9739,0.1729,1.0
2024-06-10,4.3095,3.9771,0.1784,1.0
2024-06-11,4.2739,4.2261,0.1821,1.0
2024-06-12,4.2378,3.9986,0.1762,1.0
2024-06-13,4.2493,3.8728,0.1793,1.0
2024-06-14,4.2659,4.0574,0.181,1.0
2024-06-15,4.3687,3.9118,0.1794,1.0
