"txn_id","date","entity_id","type","gl_account","cost_centre","counterparty_id","counterparty_name","description","amount_native","currency","amount_pln","fx_rate","payment_terms_days","due_date","payment_date","is_overdue","days_overdue","status","approved_by","is_anomaly","anomaly_type"
"TXN0006407","2021-04-10","FINCORP-CZ","EXPENSE","5040","CC-HR","V0013","PPUH Glenc-Mrózek s.c.","Invoice #VI-245407 - Logistics & Freight","6054.15","EUR","27613.57","4.5611","45","2021-05-25","2021-05-27","False","0","PAID","Emily Lee","False",""
"TXN0006408","2021-04-15","FINCORP-CZ","EXPENSE","6030","CC-SALES-DE","V0018","Ryan-Harper","Invoice #VI-476313 - IT & Software","6570.85","USD","25663.13","3.9056","30","2021-05-15","2021-05-14","False","0","PAID","Jeremi Malisz","False",""
"TXN0006409","2021-04-20","FINCORP-CZ","EXPENSE","6040","CC-PROC","V0030","Chandler-Hernandez","Invoice #VI-125067 - Marketing","5885.8","EUR","26085.85","4.432","30","2021-05-20","2021-05-24","False","0","PAID","Maksymilian Bryja","False",""
"TXN0006410","2021-04-14","FINCORP-CZ","EXPENSE","6030","CC-IT","V0018","Ryan-Harper","Invoice #VI-751289 - IT & Software","10648.46","USD","40652.62","3.8177","30","2021-05-14","2021-05-18","False","0","PAID","Dariusz Stachewicz","False",""
"TXN0006411","2021-04-27","FINCORP-CZ","EXPENSE","5010","CC-IT","V0002","Dyer-Johnson","Invoice #VI-534272 - Raw Materials","22758.25","PLN","22758.25","1.0","30","2021-05-27","2021-05-31","False","0","PAID","Joseph Stanley","False",""
"TXN0006412","2021-04-25","FINCORP-CZ","EXPENSE","6030","CC-PROC","V0017","Ware and Sons","Invoice #VI-118124 - IT & Software","8878.7","USD","35224.46","3.9673","30","2021-05-25","2021-05-31","False","0","PAID","Dustin Pruitt","False",""
"TXN0006413","2021-04-02","FINCORP-CZ","EXPENSE","6080","CC-SALES-SE","V0034","Löchel GmbH & Co. KG","Invoice #VI-117769 - Insurance","29917.99","PLN","29917.99","1.0","30","2021-05-02","2021-05-08","False","0","PAID","Angelika Członka","False",""
"TXN0006414","2021-04-22","FINCORP-CZ","EXPENSE","6030","CC-HR","V0016","Meister Nette GmbH","Invoice #VI-607356 - IT & Software","8871.05","USD","34916.45","3.936","30","2021-05-22","2021-05-22","False","0","PAID","Christof Stoll","False",""
"TXN0006415","2021-04-13","FINCORP-CZ","EXPENSE","5030","CC-IT","V0048","PPUH Hyży i syn s.c.","Invoice #VI-083056 - Manufacturing Equipment","10042.65","EUR","46294.62","4.6098","60","2021-06-12","2021-06-18","False","0","PAID","Danuta Schenk-Wohlgemut","False",""
"TXN0006416","2021-04-25","FINCORP-CZ","EXPENSE","5010","CC-HR","V0006","Mitchell  Smith and Reed","Invoice #VI-136321 - Raw Materials","21603.4","PLN","21603.4","1.0","30","2021-05-25","2021-06-01","False","0","PAID","Sebastian Kałek","False",""
"TXN0006417","2021-04-18","FINCORP-CZ","EXPENSE","6060","CC-MFG","V0020","Hertrampf Wiek GmbH","Invoice #VI-754971 - Professional Services","3925.44","EUR","17980.46","4.5805","30","2021-05-18","2021-05-21","False","0","PAID","Türkan Stumpf","False",""
"TXN0006418","2021-04-03","FINCORP-CZ","EXPENSE","6030","CC-FIN","V0015","Klotz Stiftung & Co. KGaA","Invoice #VI-692491 - IT & Software","5493.88","USD","21036.63","3.8291","30","2021-05-03","2021-05-07","False","0","PAID","Julie Armstrong","False",""
"TXN0006419","2021-04-16","FINCORP-CZ","EXPENSE","6030","CC-RND","V0015","Klotz Stiftung & Co. KGaA","Invoice #VI-006718 - IT & Software","11984.77","USD","45369.55","3.7856","30","2021-05-16","2021-05-23","False","0","PAID","Julianna Tomalak","False",""
"TXN0006420","2021-04-16","FINCORP-CZ","EXPENSE","5010","CC-SALES-SE","V0003","Moore  Barrett and Castro","Invoice #VI-408343 - Raw Materials","26702.01","PLN","26702.01","1.0","30","2021-05-16","2021-05-19","False","0","PAID","Angelo Juncken","False",""
"TXN0006421","2021-04-06","FINCORP-CZ","EXPENSE","5010","CC-LOG","V0006","Mitchell  Smith and Reed","Invoice #VI-332240 - Raw Materials","37341.52","PLN","37341.52","1.0","30","2021-05-06","2021-05-03","False","0","PAID","Joseph Roberts","False",""
"TXN0006422","2021-04-22","FINCORP-CZ","EXPENSE","5010","CC-HR","V0002","Dyer-Johnson","Invoice #VI-808901 - Raw Materials","47138.2","PLN","47138.2","1.0","30","2021-05-22","2021-05-28","False","0","PAID","Adrian Reynolds MD","False",""
"TXN0006423","2021-04-25","FINCORP-CZ","EXPENSE","6100","CC-LOG","V0042","Koch Zirme AG","Invoice #VI-315589 - Maintenance","26217.05","PLN","26217.05","1.0","30","2021-05-25","2021-05-28","False","0","PAID","Nelly Roht","False",""
"TXN0006424","2021-04-10","FINCORP-CZ","EXPENSE","5040","CC-MFG","V0011","Seweryniak Sp. z o.o.","Invoice #VI-848659 - Logistics & Freight","8232.73","EUR","37550.29","4.5611","45","2021-05-25","2021-05-28","False","0","PAID","Michał Pietraszkiewicz","False",""
"TXN0006425","2021-04-15","FINCORP-CZ","EXPENSE","6020","CC-MFG","V0025","Gumprich GbR","Invoice #VI-148602 - Facilities & Rent","45077.16","PLN","45077.16","1.0","30","2021-05-15","2021-05-12","False","0","PAID","Christopher Jimenez","False",""
"TXN0006426","2021-04-24","FINCORP-CZ","EXPENSE","6030","CC-HR","V0018","Ryan-Harper","Invoice #VI-592273 - IT & Software","7600.62","USD","29635.59","3.8991","30","2021-05-24","2021-05-29","False","0","PAID","pani Kalina Trzop","False",""
"TXN0006427","2021-04-08","FINCORP-CZ","EXPENSE","6040","CC-HR","V0030","Chandler-Hernandez","Invoice #VI-484014 - Marketing","7687.93","EUR","34632.58","4.5048","30","2021-05-08","2021-05-13","False","0","PAID","Zenta Meyer-Trapp","False",""
"TXN0006428","2021-04-19","FINCORP-CZ","EXPENSE","5030","CC-RND","V0050","Butte","Invoice #VI-994164 - Manufacturing Equipment","7899.71","EUR","35770.69","4.5281","60","2021-06-18","2021-06-24","False","0","PAID","Patricia Andrews","False",""
"TXN0006429","2021-04-06","FINCORP-CZ","EXPENSE","6050","CC-RND","V0038","Arnold LLC","Invoice #VI-167094 - Travel","24306.15","PLN","24306.15","1.0","14","2021-04-20","2021-04-21","False","0","PAID","pan Piotr Kurnik","False",""
"TXN0006430","2021-05-30","FINCORP-CZ","REVENUE","4030","CC-LOG","C0120","Grupa Chwała","Invoice #INV-008728 - Product delivery","264220.35","CZK","47533.24","0.1799","30","2021-06-29","2021-07-01","True","1853","PAID","Joshua Hamilton","False",""
"TXN0006431","2021-05-14","FINCORP-CZ","REVENUE","4020","CC-LOG","C0007","Powell Inc","Invoice #INV-632548 - Product delivery","599630.91","CZK","108413.27","0.1808","45","2021-06-28","2021-07-07","True","1854","PAID","Marika Kowalak","False",""
"TXN0006432","2021-05-23","FINCORP-CZ","REVENUE","4010","CC-LOG","C0114","Gabinety Brzeźniak-Łyskawa s.c.","Invoice #INV-035402 - Logistics fee","417472.63","CZK","77107.19","0.1847","30","2021-06-22","2021-07-02","True","1860","PAID","Siegmund Franke-Hein","False",""
"TXN0006433","2021-05-14","FINCORP-CZ","REVENUE","4010","CC-LOG","C0153","Steckel GmbH","Invoice #INV-885257 - Product delivery","326776.95","CZK","59081.27","0.1808","14","2021-05-28","2021-05-24","False","0","PAID","Lidia Piaścik","False",""
"TXN0006434","2021-05-28","FINCORP-CZ","REVENUE","4010","CC-LOG","C0029","Mcconnell LLC","Invoice #INV-991801 - Monthly retainer","569072.05","CZK","104879.98","0.1843","45","2021-07-12","2021-07-21","True","1840","PAID","Prof. Gaby Bärer B.A.","False",""
"TXN0006435","2021-05-28","FINCORP-CZ","REVENUE","4020","CC-LOG","C0014","PPUH Holewa","Invoice #INV-274892 - Product delivery","589757.08","CZK","108692.23","0.1843","45","2021-07-12","2021-07-07","False","0","PAID","Jordan Garcia","False",""
"TXN0006436","2021-05-07","FINCORP-CZ","REVENUE","4010","CC-LOG","C0069","Rej i syn s.c.","Invoice #INV-800943 - Monthly retainer","366724.99","CZK","64653.62","0.1763","30","2021-06-06","2021-06-12","True","1876","PAID","Anastazja Loska","False",""
"TXN0006437","2021-05-24","FINCORP-CZ","REVENUE","4010","CC-LOG","C0115","Schaaf","Invoice #INV-841635 - Monthly retainer","365594.78","CZK","64198.44","0.1756","30","2021-06-23","2021-06-25","True","1859","PAID","Corinne Schleich","False",""
"TXN0006438","2021-05-24","FINCORP-CZ","REVENUE","4020","CC-LOG","C0180","Młocek s.c.","Invoice #INV-512588 - Product delivery","595149.66","CZK","104508.28","0.1756","14","2021-06-07","2021-06-07","False","0","PAID","April Robles","False",""
"TXN0006439","2021-05-08","FINCORP-CZ","REVENUE","4010","CC-LOG","C0123","Dehmel","Invoice #INV-363106 - Logistics fee","535054.99","CZK","95186.28","0.1779","30","2021-06-07","2021-06-08","True","1875","PAID","Mrs. Judy Taylor MD","False",""
"TXN0006440","2021-05-03","FINCORP-CZ","REVENUE","4010","CC-LOG","C0063","Ramos-Edwards","Invoice #INV-612866 - Monthly retainer","561625.41","CZK","103339.08","0.184","30","2021-06-02","2021-06-06","True","1880","PAID","Julia Kitzmann-Gierschner","False",""
"TXN0006441","2021-05-11","FINCORP-CZ","REVENUE","4020","CC-LOG","C0161","PPUH Szyc-Lesisz i syn s.c.","Invoice #INV-651453 - Product delivery","406027.1","CZK","71988.61","0.1773","14","2021-05-25","2021-05-26","True","1888","PAID","Bruno Markiel","False",""
"TXN0006442","2021-05-09","FINCORP-CZ","REVENUE","4030","CC-LOG","C0190","Campbell Group","Invoice #INV-109997 - Product delivery","473214.96","CZK","85036.73","0.1797","14","2021-05-23","2021-06-01","True","1890","PAID","Sara Grabczak","False",""
"TXN0006443","2021-05-17","FINCORP-CZ","REVENUE","4030","CC-LOG","C0117","Riehl Kallert AG & Co. KG","Invoice #INV-717646 - Service contract","336184.36","CZK","60277.86","0.1793","30","2021-06-16","2021-06-20","True","1866","PAID","Dipl.-Ing. Andre Schmidtke","False",""
"TXN0006444","2021-05-04","FINCORP-CZ","REVENUE","4030","CC-LOG","C0070","Lawrence PLC","Invoice #INV-367938 - Logistics fee","434675.93","CZK","78372.07","0.1803","30","2021-06-03","2021-06-02","False","0","PAID","pan Jacek Wujek","False",""
"TXN0006445","2021-05-11","FINCORP-CZ","REVENUE","4020","CC-LOG","C0135","Klotz Gute GmbH","Invoice #INV-346224 - Monthly retainer","396141.24","CZK","70235.84","0.1773","14","2021-05-25","2021-05-27","True","1888","PAID","William Blackwell","False",""
"TXN0006446","2021-05-25","FINCORP-CZ","EXPENSE","6050","CC-IT","V0036","Zirme","Invoice #VI-299982 - Travel","28150.22","PLN","28150.22","1.0","14","2021-06-08","2021-06-06","False","0","PAID","Anne Schwital","False",""
"TXN0006447","2021-05-21","FINCORP-CZ","EXPENSE","7010","CC-IT","V0045","Gutierrez LLC","Invoice #VI-268635 - Banking","17076.18","PLN","17076.18","1.0","7","2021-05-28","2021-05-28","False","0","PAID","Antonios Scheibe-Wähner","False",""
"TXN0006448","2021-05-24","FINCORP-CZ","EXPENSE","6050","CC-MGMT","V0037","Scott and Sons","Invoice #VI-461626 - Travel","20694.27","PLN","20694.27","1.0","14","2021-06-07","2021-06-05","False","0","PAID","Elżbieta Rycerz","False",""
"TXN0006449","2021-05-03","FINCORP-CZ","EXPENSE","6100","CC-HR","V0039","Kelley-Chen","Invoice #VI-087041 - Maintenance","26298.08","PLN","26298.08","1.0","30","2021-06-02","2021-05-30","False","0","PAID","Melissa Phelps","False",""
"TXN0006450","2021-05-06","FINCORP-CZ","EXPENSE","5010","CC-LOG","V0001","Baker-Johnson","Invoice #VI-419044 - Raw Materials","25553.13","PLN","25553.13","1.0","30","2021-06-05","2021-06-10","False","0","PAID","Ing. Auguste Mentzel B.Sc.","False",""
"TXN0006451","2021-05-02","FINCORP-CZ","EXPENSE","6040","CC-MGMT","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-345487 - Marketing","9055.72","EUR","40537.95","4.4765","30","2021-06-01","2021-06-03","False","0","PAID","Frederic Vogt","False",""
"TXN0006452","2021-05-04","FINCORP-CZ","EXPENSE","6100","CC-HR","V0039","Kelley-Chen","Invoice #VI-956519 - Maintenance","18465.75","PLN","18465.75","1.0","30","2021-06-03","2021-06-01","False","0","PAID","Prof. Niklas Döhn","False",""
"TXN0006453","2021-05-02","FINCORP-CZ","EXPENSE","5040","CC-PROC","V0009","Gabinety Piechura Sp.j.","Invoice #VI-359848 - Logistics & Freight","8025.53","EUR","35926.29","4.4765","45","2021-06-16","2021-06-19","False","0","PAID","Maria Robles","False",""
"TXN0006454","2021-05-20","FINCORP-CZ","EXPENSE","6050","CC-IT","V0036","Zirme","Invoice #VI-261715 - Travel","32849.25","PLN","32849.25","1.0","14","2021-06-03","2021-06-05","False","0","PAID","Krzysztof Bilik","False",""
"TXN0006455","2021-05-20","FINCORP-CZ","EXPENSE","6020","CC-PROC","V0026","Ramirez PLC","Invoice #VI-178397 - Facilities & Rent","23691.73","PLN","23691.73","1.0","30","2021-06-19","2021-06-19","False","0","PAID","Paweł Rysz","False",""
"TXN0006456","2021-05-13","FINCORP-CZ","EXPENSE","6080","CC-MFG","V0035","Reilly  Byrd and Andrade","Invoice #VI-649431 - Insurance","35259.18","PLN","35259.18","1.0","30","2021-06-12","2021-06-16","False","0","PAID","Fernando Hein","False",""
"TXN0006457","2021-05-06","FINCORP-CZ","EXPENSE","5010","CC-FIN","V0007","Foster Group","Invoice #VI-643318 - Raw Materials","42485.77","PLN","42485.77","1.0","30","2021-06-05","2021-08-04","False","0","PAID","Brett Berry","False",""
"TXN0006458","2021-05-30","FINCORP-CZ","EXPENSE","6020","CC-PROC","V0024","Grupa Michnik-Mazan Sp. z o.o.","Invoice #VI-714651 - Facilities & Rent","29117.74","PLN","29117.74","1.0","30","2021-06-29","2021-06-29","False","0","PAID","Andrea Watkins","False",""
"TXN0006459","2021-05-01","FINCORP-CZ","EXPENSE","5030","CC-SALES-DE","V0046","Henck Kambs AG","Invoice #VI-777777 - Manufacturing Equipment","4705.55","EUR","21774.48","4.6274","60","2021-06-30","2021-07-07","False","0","PAID","Keith Martin","False",""
"TXN0006460","2021-05-29","FINCORP-CZ","EXPENSE","6040","CC-RND","V0031","Maciejko-Kolman Sp.k.","Invoice #VI-698709 - Marketing","7593.58","EUR","35307.86","4.6497","30","2021-06-28","2021-06-26","False","0","PAID","Ing. Raissa Stadelmann","False",""
"TXN0006461","2021-05-01","FINCORP-CZ","EXPENSE","6020","CC-SALES-DE","V0026","Ramirez PLC","Invoice #VI-902274 - Facilities & Rent","26505.26","PLN","26505.26","1.0","30","2021-05-31","2021-06-06","False","0","PAID","Krystyna Boguta","False",""
"TXN0006462","2021-05-19","FINCORP-CZ","EXPENSE","6020","CC-MFG","V0024","Grupa Michnik-Mazan Sp. z o.o.","Invoice #VI-923147 - Facilities & Rent","24279.24","PLN","24279.24","1.0","30","2021-06-18","2021-06-24","False","0","PAID","Kelsey Webb","False",""
"TXN0006463","2021-05-10","FINCORP-CZ","EXPENSE","6060","CC-HR","V0022","Stout Ltd","Invoice #VI-566243 - Professional Services","3358.67","EUR","15470.05","4.606","30","2021-06-09","2021-06-08","False","0","PAID","Amber Hawkins","False",""
"TXN0006464","2021-05-28","FINCORP-CZ","EXPENSE","5010","CC-LOG","V0004","Harrison  Smith and Phillips","Invoice #VI-862112 - Raw Materials","14974.94","PLN","14974.94","1.0","30","2021-06-27","2021-07-04","False","0","PAID","Erin Bowen","False",""
"TXN0006465","2021-05-03","FINCORP-CZ","EXPENSE","5010","CC-LOG","V0008","Bolander","Invoice #VI-995376 - Raw Materials","34469.53","PLN","34469.53","1.0","30","2021-06-02","2021-05-30","False","0","PAID","Grzegorz Noras","False",""
"TXN0006466","2021-05-13","FINCORP-CZ","EXPENSE","6060","CC-LOG","V0021","Lara Inc","Invoice #VI-288692 - Professional Services","5878.47","EUR","27290.78","4.6425","30","2021-06-12","2021-06-15","False","0","PAID","Jack Austin","False",""
"TXN0006467","2021-05-23","FINCORP-CZ","EXPENSE","6050","CC-IT","V0038","Arnold LLC","Invoice #VI-318624 - Travel","28340.35","PLN","28340.35","1.0","14","2021-06-06","2021-06-11","False","0","PAID","Rolf-Peter Warmer MBA.","False",""
"TXN0006468","2021-05-17","FINCORP-CZ","EXPENSE","6030","CC-RND","V0017","Ware and Sons","Invoice #VI-149015 - IT & Software","10987.25","USD","43350.19","3.9455","30","2021-06-16","2021-06-22","False","0","PAID","Cheryl Campbell","False",""
"TXN0006469","2021-05-18","FINCORP-CZ","EXPENSE","5010","CC-SALES-SE","V0006","Mitchell  Smith and Reed","Invoice #VI-985576 - Raw Materials","18879.77","PLN","18879.77","1.0","30","2021-06-17","2021-06-15","False","0","PAID","Marleen Austermühle","False",""
"TXN0006470","2021-05-18","FINCORP-CZ","EXPENSE","5010","CC-RND","V0001","Baker-Johnson","Invoice #VI-917316 - Raw Materials","16150.01","PLN","16150.01","1.0","30","2021-06-17","2021-06-22","False","0","PAID","Ethan Sanders","False",""
"TXN0006471","2021-05-02","FINCORP-CZ","EXPENSE","5040","CC-RND","V0009","Gabinety Piechura Sp.j.","Invoice #VI-931866 - Logistics & Freight","11049.66","EUR","49463.82","4.4765","45","2021-06-16","2021-06-16","False","0","PAID","Karl-Wilhelm Stolze","False",""
"TXN0006472","2021-05-23","FINCORP-CZ","EXPENSE","6060","CC-PROC","V0020","Hertrampf Wiek GmbH","Invoice #VI-095404 - Professional Services","7605.12","EUR","34433.72","4.5277","30","2021-06-22","2021-06-25","False","0","PAID","Dipl.-Ing. Hildburg Flantz","False",""
"TXN0006473","2021-05-04","FINCORP-CZ","EXPENSE","6100","CC-RND","V0040","Gutierrez Inc","Invoice #VI-062361 - Maintenance","16278.63","PLN","16278.63","1.0","30","2021-06-03","2021-06-10","False","0","PAID","Debra Rosales","False",""
"TXN0006474","2021-05-18","FINCORP-CZ","EXPENSE","6020","CC-SALES-SE","V0026","Ramirez PLC","Invoice #VI-653880 - Facilities & Rent","28883.67","PLN","28883.67","1.0","30","2021-06-17","2021-06-17","False","0","PAID","David Hofmann","False",""
"TXN0006475","2021-05-02","FINCORP-CZ","EXPENSE","5010","CC-IT","V0005","Oliver-Wiggins","Invoice #VI-697444 - Raw Materials","16577.7","PLN","16577.7","1.0","30","2021-06-01","2021-06-08","False","0","PAID","Róża Stróż","False",""
"TXN0006476","2021-05-12","FINCORP-CZ","EXPENSE","6080","CC-MGMT","V0034","Löchel GmbH & Co. KG","Invoice #VI-669491 - Insurance","18453.16","PLN","18453.16","1.0","30","2021-06-11","2021-06-18","False","0","PAID","pan Rafał Dumin","False",""
"TXN0006477","2021-05-15","FINCORP-CZ","EXPENSE","6100","CC-FIN","V0041","Fundacja Mikłaszewicz","Invoice #VI-314718 - Maintenance","22001.14","PLN","22001.14","1.0","30","2021-06-14","2021-06-17","False","0","PAID","Hans-Ulrich Sontag","False",""
"TXN0006478","2021-06-19","FINCORP-CZ","REVENUE","4030","CC-LOG","C0186","Rädel","Invoice #INV-839022 - Product delivery","323045.78","CZK","59408.12","0.1839","14","2021-07-03","2021-07-02","False","0","PAID","Dipl.-Ing. Mario Beer","False",""
"TXN0006479","2021-06-24","FINCORP-CZ","REVENUE","4030","CC-LOG","C0198","Krause Kostolzin KG","Invoice #INV-318176 - Product delivery","486763.62","CZK","88493.63","0.1818","14","2021-07-08","2021-07-07","False","0","PAID","Jennifer Blackburn","False",""
"TXN0006480","2021-06-14","FINCORP-CZ","REVENUE","4010","CC-LOG","C0106","Newman-Lowe","Invoice #INV-170621 - Product delivery","271525.62","CZK","48956.07","0.1803","30","2021-07-14","2021-07-21","True","1838","PAID","Hans-Uwe Förster MBA.","False",""
"TXN0006481","2021-06-15","FINCORP-CZ","REVENUE","4030","CC-LOG","C0124","PPUH Pituła","Invoice #INV-706260 - Service contract","327559.87","CZK","57650.54","0.176","30","2021-07-15","2021-07-17","True","1837","PAID","pani Roksana Martyka","False",""
"TXN0006482","2021-06-14","FINCORP-CZ","REVENUE","4010","CC-LOG","C0049","Wojtaszczyk-Brudny Sp. z o.o.","Invoice #INV-971837 - Monthly retainer","327936.98","CZK","59127.04","0.1803","30","2021-07-14","2021-07-22","True","1838","PAID","Louis Henschel","False",""
"TXN0006483","2021-06-09","FINCORP-CZ","REVENUE","4030","CC-LOG","C0130","Jones Group","Invoice #INV-086505 - Monthly retainer","261555.69","CZK","47733.91","0.1825","30","2021-07-09","2021-07-06","False","0","PAID","Brian Perez","False",""
"TXN0006484","2021-06-03","FINCORP-CZ","REVENUE","4010","CC-LOG","C0112","Fundacja Kunert S.A.","Invoice #INV-234586 - Product delivery","292005.4","CZK","52035.36","0.1782","30","2021-07-03","2021-07-02","False","0","PAID","Ernest Fiołka","False",""
"TXN0006485","2021-06-03","FINCORP-CZ","REVENUE","4010","CC-LOG","C0183","Stowarzyszenie Rejniak-Rok S.A.","Invoice #INV-124152 - Service contract","376890.81","CZK","67161.94","0.1782","14","2021-06-17","2021-06-17","False","0","PAID","Peter-Michael Sontag","False",""
"TXN0006486","2021-06-08","FINCORP-CZ","REVENUE","4030","CC-LOG","C0137","Clark-Sandoval","Invoice #INV-575712 - Product delivery","253306.99","CZK","45696.58","0.1804","14","2021-06-22","2021-06-29","True","1860","PAID","Oxana Reinhardt","False",""
"TXN0006487","2021-06-13","FINCORP-CZ","REVENUE","4030","CC-LOG","C0045","Jackson-Smith","Invoice #INV-178810 - Logistics fee","320433.65","CZK","57453.75","0.1793","30","2021-07-13","2021-07-15","True","1839","PAID","Therese Stiffel B.A.","False",""
"TXN0006488","2021-06-26","FINCORP-CZ","REVENUE","4030","CC-LOG","C0155","Gude","Invoice #INV-815857 - Service contract","452534.65","CZK","81094.21","0.1792","14","2021-07-10","2021-07-15","True","1842","PAID","Ignacy Kotala","False",""
"TXN0006489","2021-06-08","FINCORP-CZ","REVENUE","4030","CC-LOG","C0081","Stowarzyszenie Maras-Maciuszek Sp. z o.o.","Invoice #INV-698186 - Logistics fee","263398.9","CZK","47517.16","0.1804","30","2021-07-08","2021-07-16","True","1844","PAID","Wiktor Szkup","False",""
"TXN0006490","2021-06-27","FINCORP-CZ","REVENUE","4020","CC-LOG","C0078","Bender Hövel AG","Invoice #INV-535268 - Monthly retainer","412835.23","CZK","72865.42","0.1765","30","2021-07-27","2021-07-29","True","1825","PAID","pani Tola Wojtera","False",""
"TXN0006491","2021-06-07","FINCORP-CZ","REVENUE","4010","CC-LOG","C0130","Jones Group","Invoice #INV-514997 - Service contract","250319.14","CZK","43855.91","0.1752","30","2021-07-07","2021-07-04","False","0","PAID","Dariusz Jambor","False",""
"TXN0006492","2021-06-25","FINCORP-CZ","REVENUE","4020","CC-LOG","C0057","Jarka-Drobik s.c.","Invoice #INV-987939 - Logistics fee","222116.36","CZK","40469.6","0.1822","30","2021-07-25","2021-07-20","False","0","PAID","Laura Wilson","False",""
"TXN0006493","2021-06-25","FINCORP-CZ","REVENUE","4010","CC-LOG","C0144","Kusch","Invoice #INV-776688 - Logistics fee","348566.67","CZK","63508.85","0.1822","14","2021-07-09","2021-07-14","True","1843","PAID","Leon Moskalik","False",""
"TXN0006494","2021-06-13","FINCORP-CZ","REVENUE","4030","CC-LOG","C0153","Steckel GmbH","Invoice #INV-944786 - Service contract","403843.06","CZK","72409.06","0.1793","14","2021-06-27","2021-06-23","False","0","PAID","Rafał Rogacz","False",""
"TXN0006495","2021-06-10","FINCORP-CZ","REVENUE","4020","CC-LOG","C0200","Weimer AG & Co. KGaA","Invoice #INV-050730 - Logistics fee","348462.7","CZK","62583.9","0.1796","14","2021-06-24","2021-06-20","False","0","PAID","Oskar Wiraszka","False",""
"TXN0006496","2021-06-12","FINCORP-CZ","REVENUE","4010","CC-LOG","C0148","Hoffman-Kidd","Invoice #INV-155697 - Monthly retainer","240076.78","CZK","43093.78","0.1795","14","2021-06-26","2021-06-21","False","0","PAID","Friedl Kuhl","False",""
"TXN0006497","2021-06-16","FINCORP-CZ","REVENUE","4010","CC-LOG","C0061","Mateńko-Jonczyk Sp.j.","Invoice #INV-292833 - Monthly retainer","345599.29","CZK","61896.83","0.1791","30","2021-07-16","2021-07-24","True","1836","PAID","Dean Hughes","False",""
"TXN0006498","2021-06-21","FINCORP-CZ","EXPENSE","5030","CC-SALES-SE","V0047","Popielarczyk-Kosznik S.A.","Invoice #VI-278304 - Manufacturing Equipment","3462.53","EUR","15429.7","4.4562","60","2021-08-20","2021-08-19","False","0","PAID","Julia Preiß","False",""
"TXN0006499","2021-06-15","FINCORP-CZ","EXPENSE","6060","CC-RND","V0021","Lara Inc","Invoice #VI-939637 - Professional Services","6469.91","EUR","29788.76","4.6042","30","2021-07-15","2021-07-13","False","0","PAID","Kornel Iskierka","False",""
"TXN0006500","2021-06-18","FINCORP-CZ","EXPENSE","5010","CC-FIN","V0001","Baker-Johnson","Invoice #VI-653303 - Raw Materials","19939.77","PLN","19939.77","1.0","30","2021-07-18","2021-07-20","False","0","PAID","Eduardo Davidson","False",""
"TXN0006501","2021-06-04","FINCORP-CZ","EXPENSE","6100","CC-MGMT","V0043","Fliegner Dietz AG & Co. KGaA","Invoice #VI-760012 - Maintenance","33052.22","PLN","33052.22","1.0","30","2021-07-04","2021-07-10","False","0","PAID","Ksawery Piłka","False",""
"TXN0006502","2021-06-26","FINCORP-CZ","EXPENSE","6040","CC-PROC","V0030","Chandler-Hernandez","Invoice #VI-367334 - Marketing","8288.77","EUR","37491.75","4.5232","30","2021-07-26","2021-07-30","False","0","PAID","Nicole Hughes","False",""
"TXN0006503","2021-06-17","FINCORP-CZ","EXPENSE","5040","CC-MGMT","V0013","PPUH Glenc-Mrózek s.c.","Invoice #VI-696340 - Logistics & Freight","10468.18","EUR","47172.75","4.5063","45","2021-08-01","2021-08-03","False","0","PAID","Lisa Martin","False",""
"TXN0006504","2021-06-09","FINCORP-CZ","EXPENSE","6050","CC-LOG","V0038","Arnold LLC","Invoice #VI-462830 - Travel","24092.99","PLN","24092.99","1.0","14","2021-06-23","2021-06-25","False","0","PAID","April Hale","False",""
"TXN0006505","2021-06-15","FINCORP-CZ","EXPENSE","6050","CC-IT","V0037","Scott and Sons","Invoice #VI-591241 - Travel","43164.96","PLN","43164.96","1.0","14","2021-06-29","2021-06-28","False","0","PAID","Kayla Evans","False",""
"TXN0006506","2021-06-06","FINCORP-CZ","EXPENSE","5030","CC-LOG","V0047","Popielarczyk-Kosznik S.A.","Invoice #VI-323201 - Manufacturing Equipment","6169.78","EUR","28097.18","4.554","60","2021-08-05","2021-08-12","False","0","PAID","Dominik Wiak","False",""
"TXN0006507","2021-06-13","FINCORP-CZ","EXPENSE","5010","CC-SALES-SE","V0005","Oliver-Wiggins","Invoice #VI-727626 - Raw Materials","16667.16","PLN","16667.16","1.0","30","2021-07-13","2021-07-20","False","0","PAID","Michael Mitchell","False",""
"TXN0006508","2021-06-14","FINCORP-CZ","EXPENSE","6020","CC-MFG","V0026","Ramirez PLC","Invoice #VI-960437 - Facilities & Rent","43209.4","PLN","43209.4","1.0","30","2021-07-14","2021-07-18","False","0","PAID","Kläre Becker","False",""
"TXN0006509","2021-06-14","FINCORP-CZ","EXPENSE","5040","CC-SALES-DE","V0014","Rohleder KG","Invoice #VI-748655 - Logistics & Freight","11555.23","EUR","51833.3","4.4857","45","2021-07-29","2021-08-01","False","0","PAID","Marc Börner","False",""
"TXN0006510","2021-06-05","FINCORP-CZ","EXPENSE","6060","CC-HR","V0023","Ehlert Hesse AG","Invoice #VI-338474 - Professional Services","5728.82","EUR","26369.78","4.603","30","2021-07-05","2021-08-23","False","0","PAID","Sarah Larson","False",""
